PartnerPolicy,Trial,Intentions_RT,Agency,Control,Game,Age,Education,Ethnicity,Religion,Sex,Persec,SocRef,ICARTot,ICARrt,Response,Type1,Type2,Option1_PPT,Option1_Partner,Option2_PPT,Option2_Partner,Diff1,Diff2,Choice,ChoiceAction,id
Prosocial,17,5916.975,0,1,Choose,27,Postgraduate Degree (e.g. MA; MSc),"""Black / African / Caribbean / Black British""",Christian,Female,4,17,1,9082.7,1,Individual,Competative,12,6,10,2,8,6,Individual,2,674
Prosocial,18,2383.12,0,1,Choose,27,Postgraduate Degree (e.g. MA; MSc),"""Black / African / Caribbean / Black British""",Christian,Female,4,17,1,9082.7,2,Individual,Prosocial,12,5,9,9,0,7,Prosocial,1,674
Prosocial,1,2906.495,100,1,Choose,19,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,3,12,3,41885.79,2,Competative,Individual,6,2,8,5,4,3,Individual,2,675
Prosocial,2,4187.755,100,1,Choose,19,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,3,12,3,41885.79,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,675
Prosocial,3,2349.87,100,1,Choose,19,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,3,12,3,41885.79,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,675
Prosocial,4,930.19,100,1,Choose,19,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,3,12,3,41885.79,1,Competative,Individual,7,2,8,5,5,3,Competative,3,675
Prosocial,5,944.35,100,1,Choose,19,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,3,12,3,41885.79,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,675
Prosocial,6,2687.51,100,1,Choose,19,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,3,12,3,41885.79,2,Prosocial,Competative,6,6,6,2,0,4,Competative,3,675
Prosocial,7,1509.895,100,1,Choose,19,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,3,12,3,41885.79,1,Prosocial,Individual,8,8,10,5,0,5,Prosocial,1,675
Prosocial,8,2023.505,100,1,Choose,19,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,3,12,3,41885.79,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,675
Prosocial,9,1926.895,100,1,Choose,19,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,3,12,3,41885.79,1,Individual,Competative,10,6,8,2,6,4,Individual,2,675
Prosocial,10,843.32,100,1,Choose,19,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,3,12,3,41885.79,2,Prosocial,Individual,6,6,10,5,0,5,Individual,2,675
Prosocial,11,1323.67,100,1,Choose,19,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,3,12,3,41885.79,2,Prosocial,Competative,7,7,7,2,0,5,Competative,3,675
Prosocial,12,1359.905,100,1,Choose,19,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,3,12,3,41885.79,1,Competative,Prosocial,8,5,8,8,0,3,Competative,3,675
Prosocial,13,986.27,100,1,Choose,19,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,3,12,3,41885.79,2,Individual,Prosocial,12,5,8,8,0,7,Prosocial,1,675
Prosocial,14,1340.58,100,1,Choose,19,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,3,12,3,41885.79,1,Competative,Individual,8,2,9,5,6,4,Competative,3,675
Prosocial,15,1087.905,100,1,Choose,19,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,3,12,3,41885.79,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,675
Prosocial,16,876.27,100,1,Choose,19,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,3,12,3,41885.79,1,Individual,Prosocial,12,5,9,9,0,7,Individual,2,675
Prosocial,17,1736.005,100,1,Choose,19,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,3,12,3,41885.79,2,Prosocial,Individual,7,7,10,5,0,5,Individual,2,675
Prosocial,18,1151.535,100,1,Choose,19,College/Sixth Form (A level or equivalent),"""White""",Christian,Male,3,12,3,41885.79,1,Individual,Competative,12,6,10,2,8,6,Individual,2,675
Competative,1,3220.36,15,0,Choose,30,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,1,4,5,48966.08,2,Individual,Prosocial,12,5,8,8,0,7,Prosocial,1,676
Competative,2,5205.11,15,0,Choose,30,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,1,4,5,48966.08,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,676
Competative,3,8022.82,15,0,Choose,30,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,1,4,5,48966.08,1,Individual,Competative,10,6,8,2,6,4,Individual,2,676
Competative,4,4485.52,15,0,Choose,30,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,1,4,5,48966.08,2,Competative,Individual,7,2,8,5,5,3,Individual,2,676
Competative,5,2256.755,15,0,Choose,30,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,1,4,5,48966.08,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,676
Competative,6,1839.19,15,0,Choose,30,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,1,4,5,48966.08,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,676
Competative,7,2421.82,15,0,Choose,30,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,1,4,5,48966.08,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,676
Competative,8,1688.49,15,0,Choose,30,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,1,4,5,48966.08,2,Individual,Competative,12,6,10,2,8,6,Competative,3,676
Competative,9,1663.415,15,0,Choose,30,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,1,4,5,48966.08,2,Competative,Individual,8,2,9,5,6,4,Individual,2,676
Competative,10,3043.715,15,0,Choose,30,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,1,4,5,48966.08,2,Prosocial,Individual,8,8,10,5,0,5,Individual,2,676
Competative,11,726.715,15,0,Choose,30,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,1,4,5,48966.08,1,Prosocial,Individual,7,7,10,5,0,5,Prosocial,1,676
Competative,12,1451.22,15,0,Choose,30,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,1,4,5,48966.08,2,Individual,Prosocial,12,5,9,9,0,7,Prosocial,1,676
Competative,13,2663.68,15,0,Choose,30,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,1,4,5,48966.08,1,Individual,Prosocial,12,5,10,10,0,7,Individual,2,676
Competative,14,4142.58,15,0,Choose,30,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,1,4,5,48966.08,2,Prosocial,Individual,6,6,10,5,0,5,Individual,2,676
Competative,15,1321.62,15,0,Choose,30,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,1,4,5,48966.08,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,676
Competative,16,2230.505,15,0,Choose,30,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,1,4,5,48966.08,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,676
Competative,17,1317.2,15,0,Choose,30,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,1,4,5,48966.08,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,676
Competative,18,1072.18,15,0,Choose,30,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,1,4,5,48966.08,2,Competative,Individual,6,2,8,5,4,3,Individual,2,676
Prosocial,1,5567.2,50,1,Choose,36,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Christian,Female,3,1,3,18510.71,2,Competative,Individual,8,2,9,5,6,4,Individual,2,677
Prosocial,2,5354.7,50,1,Choose,36,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Christian,Female,3,1,3,18510.71,2,Prosocial,Individual,6,6,10,5,0,5,Individual,2,677
Prosocial,3,3464.6,50,1,Choose,36,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Christian,Female,3,1,3,18510.71,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,677
Prosocial,4,4045.6,50,1,Choose,36,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Christian,Female,3,1,3,18510.71,2,Competative,Individual,7,2,8,5,5,3,Individual,2,677
Prosocial,5,2033.5,50,1,Choose,36,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Christian,Female,3,1,3,18510.71,2,Individual,Competative,10,6,8,2,6,4,Competative,3,677
Prosocial,6,2444.5,50,1,Choose,36,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Christian,Female,3,1,3,18510.71,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,677
Prosocial,7,2882.7,50,1,Choose,36,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Christian,Female,3,1,3,18510.71,1,Individual,Prosocial,12,5,9,9,0,7,Individual,2,677
Prosocial,8,1936.1,50,1,Choose,36,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Christian,Female,3,1,3,18510.71,2,Competative,Individual,6,2,8,5,4,3,Individual,2,677
Prosocial,9,2616.7,50,1,Choose,36,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Christian,Female,3,1,3,18510.71,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,677
Prosocial,10,2147.2,50,1,Choose,36,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Christian,Female,3,1,3,18510.71,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,677
Prosocial,11,1852.2,50,1,Choose,36,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Christian,Female,3,1,3,18510.71,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,677
Prosocial,12,1499.2,50,1,Choose,36,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Christian,Female,3,1,3,18510.71,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,677
Prosocial,13,1258.6,50,1,Choose,36,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Christian,Female,3,1,3,18510.71,2,Prosocial,Individual,8,8,10,5,0,5,Individual,2,677
Prosocial,14,1336.7,50,1,Choose,36,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Christian,Female,3,1,3,18510.71,2,Prosocial,Individual,7,7,10,5,0,5,Individual,2,677
Prosocial,15,1276.9,50,1,Choose,36,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Christian,Female,3,1,3,18510.71,1,Individual,Prosocial,12,5,8,8,0,7,Individual,2,677
Prosocial,16,1662.9,50,1,Choose,36,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Christian,Female,3,1,3,18510.71,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,677
Prosocial,17,1026.7,50,1,Choose,36,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Christian,Female,3,1,3,18510.71,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,677
Prosocial,18,1792.2,50,1,Choose,36,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Christian,Female,3,1,3,18510.71,1,Individual,Competative,12,6,10,2,8,6,Individual,2,677
Competative,1,6528.3,63,1,Choose,26,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,2,7,2,20959.82,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,678
Competative,2,4688.1,63,1,Choose,26,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,2,7,2,20959.82,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,678
Competative,3,2103.3,63,1,Choose,26,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,2,7,2,20959.82,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,678
Competative,4,6169.7,63,1,Choose,26,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,2,7,2,20959.82,2,Competative,Individual,6,2,8,5,4,3,Individual,2,678
Competative,5,3168.2,63,1,Choose,26,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,2,7,2,20959.82,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,678
Competative,6,3652.7,63,1,Choose,26,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,2,7,2,20959.82,2,Competative,Individual,7,2,8,5,5,3,Individual,2,678
Competative,7,2887,63,1,Choose,26,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,2,7,2,20959.82,2,Competative,Individual,8,2,9,5,6,4,Individual,2,678
Competative,8,1947.5,63,1,Choose,26,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,2,7,2,20959.82,2,Individual,Prosocial,12,5,9,9,0,7,Prosocial,1,678
Competative,9,1395.8,63,1,Choose,26,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,2,7,2,20959.82,1,Prosocial,Individual,8,8,10,5,0,5,Prosocial,1,678
Competative,10,2787,63,1,Choose,26,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,2,7,2,20959.82,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,678
Competative,11,1485.3,63,1,Choose,26,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,2,7,2,20959.82,1,Prosocial,Individual,7,7,10,5,0,5,Prosocial,1,678
Competative,12,1248.9,63,1,Choose,26,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,2,7,2,20959.82,2,Individual,Prosocial,12,5,8,8,0,7,Prosocial,1,678
Competative,13,1263.1,63,1,Choose,26,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,2,7,2,20959.82,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,678
Competative,14,1405.3,63,1,Choose,26,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,2,7,2,20959.82,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,678
Competative,15,1097.4,63,1,Choose,26,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,2,7,2,20959.82,1,Prosocial,Individual,6,6,10,5,0,5,Prosocial,1,678
Competative,16,2621.2,63,1,Choose,26,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,2,7,2,20959.82,1,Individual,Competative,10,6,8,2,6,4,Individual,2,678
Competative,17,1129.5,63,1,Choose,26,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,2,7,2,20959.82,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,678
Competative,18,2221.5,63,1,Choose,26,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,2,7,2,20959.82,1,Individual,Competative,12,6,10,2,8,6,Individual,2,678
Individualist,1,4672.415,98,1,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,2,5,10882.44,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,679
Individualist,2,1798.78,98,1,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,2,5,10882.44,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,679
Individualist,3,7129.815,98,1,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,2,5,10882.44,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,679
Individualist,4,2660.03,98,1,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,2,5,10882.44,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,679
Individualist,5,1989.44,98,1,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,2,5,10882.44,1,Prosocial,Individual,7,7,10,5,0,5,Prosocial,1,679
Individualist,6,3918.28,98,1,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,2,5,10882.44,2,Individual,Prosocial,12,5,8,8,0,7,Prosocial,1,679
Individualist,7,2230.7,98,1,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,2,5,10882.44,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,679
Individualist,8,4390.75,98,1,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,2,5,10882.44,1,Individual,Competative,10,6,8,2,6,4,Individual,2,679
Individualist,9,1751.955,98,1,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,2,5,10882.44,1,Prosocial,Individual,8,8,10,5,0,5,Prosocial,1,679
Individualist,10,2176.215,98,1,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,2,5,10882.44,1,Individual,Competative,12,6,10,2,8,6,Individual,2,679
Individualist,11,2733.025,98,1,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,2,5,10882.44,2,Competative,Individual,6,2,8,5,4,3,Individual,2,679
Individualist,12,2013.55,98,1,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,2,5,10882.44,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,679
Individualist,13,4274.12,98,1,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,2,5,10882.44,2,Competative,Individual,7,2,8,5,5,3,Individual,2,679
Individualist,14,2266.465,98,1,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,2,5,10882.44,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,679
Individualist,15,1390.39,98,1,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,2,5,10882.44,2,Individual,Prosocial,12,5,9,9,0,7,Prosocial,1,679
Individualist,16,2892.74,98,1,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,2,5,10882.44,2,Prosocial,Individual,6,6,10,5,0,5,Individual,2,679
Individualist,17,1385.45,98,1,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,2,5,10882.44,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,679
Individualist,18,1688.29,98,1,Choose,32,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Other (please specify),Female,0,2,5,10882.44,2,Competative,Individual,8,2,9,5,6,4,Individual,2,679
Individualist,1,4724,69,1,Choose,23,Postgraduate Degree (e.g. MA; MSc),English/Welsh/Scottish/Northern Irish/British,Christian,Male,2,4,9,33173.88,2,Prosocial,Individual,7,7,10,5,0,5,Individual,2,680
Individualist,2,2861,69,1,Choose,23,Postgraduate Degree (e.g. MA; MSc),English/Welsh/Scottish/Northern Irish/British,Christian,Male,2,4,9,33173.88,2,Competative,Individual,8,2,9,5,6,4,Individual,2,680
Individualist,3,2922,69,1,Choose,23,Postgraduate Degree (e.g. MA; MSc),English/Welsh/Scottish/Northern Irish/British,Christian,Male,2,4,9,33173.88,2,Individual,Prosocial,12,5,9,9,0,7,Prosocial,1,680
Individualist,4,2264,69,1,Choose,23,Postgraduate Degree (e.g. MA; MSc),English/Welsh/Scottish/Northern Irish/British,Christian,Male,2,4,9,33173.88,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,680
Individualist,5,2354,69,1,Choose,23,Postgraduate Degree (e.g. MA; MSc),English/Welsh/Scottish/Northern Irish/British,Christian,Male,2,4,9,33173.88,2,Competative,Individual,7,2,8,5,5,3,Individual,2,680
Individualist,6,1293,69,1,Choose,23,Postgraduate Degree (e.g. MA; MSc),English/Welsh/Scottish/Northern Irish/British,Christian,Male,2,4,9,33173.88,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,680
Individualist,7,731,69,1,Choose,23,Postgraduate Degree (e.g. MA; MSc),English/Welsh/Scottish/Northern Irish/British,Christian,Male,2,4,9,33173.88,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,680
Individualist,8,1160,69,1,Choose,23,Postgraduate Degree (e.g. MA; MSc),English/Welsh/Scottish/Northern Irish/British,Christian,Male,2,4,9,33173.88,1,Individual,Competative,10,6,8,2,6,4,Individual,2,680
Individualist,9,972,69,1,Choose,23,Postgraduate Degree (e.g. MA; MSc),English/Welsh/Scottish/Northern Irish/British,Christian,Male,2,4,9,33173.88,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,680
Individualist,10,633,69,1,Choose,23,Postgraduate Degree (e.g. MA; MSc),English/Welsh/Scottish/Northern Irish/British,Christian,Male,2,4,9,33173.88,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,680
Individualist,11,791,69,1,Choose,23,Postgraduate Degree (e.g. MA; MSc),English/Welsh/Scottish/Northern Irish/British,Christian,Male,2,4,9,33173.88,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,680
Individualist,12,1309,69,1,Choose,23,Postgraduate Degree (e.g. MA; MSc),English/Welsh/Scottish/Northern Irish/British,Christian,Male,2,4,9,33173.88,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,680
Individualist,13,992,69,1,Choose,23,Postgraduate Degree (e.g. MA; MSc),English/Welsh/Scottish/Northern Irish/British,Christian,Male,2,4,9,33173.88,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,680
Individualist,14,1444,69,1,Choose,23,Postgraduate Degree (e.g. MA; MSc),English/Welsh/Scottish/Northern Irish/British,Christian,Male,2,4,9,33173.88,2,Individual,Prosocial,12,5,8,8,0,7,Prosocial,1,680
Individualist,15,2017,69,1,Choose,23,Postgraduate Degree (e.g. MA; MSc),English/Welsh/Scottish/Northern Irish/British,Christian,Male,2,4,9,33173.88,2,Prosocial,Individual,6,6,10,5,0,5,Individual,2,680
Individualist,16,1077,69,1,Choose,23,Postgraduate Degree (e.g. MA; MSc),English/Welsh/Scottish/Northern Irish/British,Christian,Male,2,4,9,33173.88,1,Individual,Competative,12,6,10,2,8,6,Individual,2,680
Individualist,17,1440,69,1,Choose,23,Postgraduate Degree (e.g. MA; MSc),English/Welsh/Scottish/Northern Irish/British,Christian,Male,2,4,9,33173.88,1,Prosocial,Individual,8,8,10,5,0,5,Prosocial,1,680
Individualist,18,1100,69,1,Choose,23,Postgraduate Degree (e.g. MA; MSc),English/Welsh/Scottish/Northern Irish/British,Christian,Male,2,4,9,33173.88,2,Competative,Individual,6,2,8,5,4,3,Individual,2,680
Competative,1,4979.25,89,1,Choose,42,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,3,2,5,48942.68,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,681
Competative,2,4784.26,89,1,Choose,42,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,3,2,5,48942.68,2,Competative,Individual,8,2,9,5,6,4,Individual,2,681
Competative,3,3702.445,89,1,Choose,42,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,3,2,5,48942.68,1,Prosocial,Individual,7,7,10,5,0,5,Prosocial,1,681
Competative,4,4207.895,89,1,Choose,42,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,3,2,5,48942.68,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,681
Competative,5,3409.785,89,1,Choose,42,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,3,2,5,48942.68,1,Prosocial,Individual,6,6,10,5,0,5,Prosocial,1,681
Competative,6,2978.555,89,1,Choose,42,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,3,2,5,48942.68,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,681
Competative,7,2898.03,89,1,Choose,42,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,3,2,5,48942.68,2,Competative,Individual,7,2,8,5,5,3,Individual,2,681
Competative,8,2277.26,89,1,Choose,42,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,3,2,5,48942.68,2,Competative,Individual,6,2,8,5,4,3,Individual,2,681
Competative,9,2170.14,89,1,Choose,42,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,3,2,5,48942.68,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,681
Competative,10,3924.265,89,1,Choose,42,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,3,2,5,48942.68,1,Individual,Competative,10,6,8,2,6,4,Individual,2,681
Competative,11,2159.01,89,1,Choose,42,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,3,2,5,48942.68,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,681
Competative,12,2602.025,89,1,Choose,42,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,3,2,5,48942.68,1,Individual,Competative,12,6,10,2,8,6,Individual,2,681
Competative,13,2412.575,89,1,Choose,42,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,3,2,5,48942.68,2,Individual,Prosocial,12,5,9,9,0,7,Prosocial,1,681
Competative,14,2528.815,89,1,Choose,42,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,3,2,5,48942.68,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,681
Competative,15,2421.395,89,1,Choose,42,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,3,2,5,48942.68,1,Prosocial,Individual,8,8,10,5,0,5,Prosocial,1,681
Competative,16,1590.26,89,1,Choose,42,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Christian,Female,3,2,5,48942.68,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,681
